日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,总成交金额,总成交笔数,点击转化率,总购物车数,收藏宝贝数,收藏店铺数,总收藏数,宝贝收藏成本
2026-03-12,551561140322,短视频,质量杠杠的,584,19,48.25,0.03253,2.54,0.00,0,0,3,0,0,0,
2026-03-12,551413092616,短视频,"轻奢风沙发垫,四季通用",5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,551253461002,短视频,新年布置\|年味十足的家,16,1,0.32,0.0625,0.32,0.00,0,0,0,0,0,0,
2026-03-12,551252909318,短视频,美式高级感黑白斑马纹抱枕,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,551093875439,短视频,"复古田园风,让家更温馨",96,8,2.87,0.08333,0.36,0.00,0,0,0,0,0,0,
2026-03-12,550985212692,短视频,新年氛围感家居好物分享,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,550787494876,短视频,"冬天宅家,当然要暖暖的啦",6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,550669771841,短视频,法式复古雪尼尔沙发垫,10,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,550599421042,短视频,新年氛围感沙发垫分享,388,12,13.90,0.03093,1.16,0.00,0,0,2,0,0,0,
2026-03-12,549622833146,短视频,新年氛围感\|我的年味小家,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,549462880694,短视频,新年布置\|我的年味小家,35,1,0.33,0.02857,0.33,0.00,0,0,0,0,0,0,
2026-03-12,549059103368,短视频,新年氛围感家居好物分享,8,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,548713580814,短视频,M.life 中古风雪尼尔沙发垫高级感异形沙发套罩布巾四季款防猫抓,8757,267,147.18,0.03049,0.55,213.00,3,0.01124,5,4,0,4,36.80
2026-03-12,548656188901,短视频,新年氛围感家居好物分享,71,2,1.80,0.02817,0.90,0.00,0,0,0,0,0,0,
2026-03-12,548418767636,短视频,M.life 中古风异形小球球沙发垫高级感客厅沙发套罩布巾秋冬款,8347,277,147.91,0.03319,0.53,0.00,0,0,20,3,0,3,49.30
2026-03-12,548406935891,短视频,M.life 床头软包靠背罩实木防撞软垫卧室改造床靠背枕方便可拆洗,6139,263,138.61,0.04284,0.53,140.36,1,0.0038,40,2,4,6,69.31
2026-03-12,547930443749,短视频,新年布置\|新中式客厅,976,42,61.97,0.04303,1.48,0.00,0,0,11,1,0,1,61.97
2026-03-12,544620767154,短视频,新年氛围感家居好物分享,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,542627036326,短视频,好物分享l 秋冬毛绒抱枕来了,34,2,7.52,0.05882,3.76,0.00,0,0,0,0,0,0,
2026-03-12,540791442966,短视频,慢生活mlife家居生活新风尚,580,20,43.64,0.03448,2.18,136.29,2,0.1,2,0,0,0,
2026-03-12,538016252131,短视频,四季通用的玉米绒沙发垫,155,6,12.47,0.03871,2.08,75.60,1,0.16667,0,0,0,0,
2026-03-12,538015372788,短视频,"绣雏菊沙发垫,让家更温馨",1155,52,38.90,0.04502,0.75,0.00,0,0,15,0,1,1,
2026-03-12,537916670586,短视频,好物分享l水洗全棉四季可用沙发垫,961,47,43.32,0.04891,0.92,0.00,0,0,7,0,0,0,
2026-03-12,537573440852,短视频,软萌好RUA！原创毛巾绣苹果兔抱枕，萌趣满分！,117,5,9.87,0.04274,1.97,0.00,0,0,0,0,0,0,
2026-03-12,536415651226,短视频,?一整个爱住！这颗毛茸茸的红苹果，软fufu到心巴上～,507,11,30.40,0.0217,2.76,0.00,0,0,6,0,0,0,
2026-03-12,536415559340,短视频,小众控必入！神仙颜值的满绣苔藓抱枕来了！,2522,94,140.12,0.03727,1.49,322.11,6,0.06383,25,0,1,1,
2026-03-12,535585082897,短视频,萌化了！原创苹果兔毛巾绣抱枕，毛茸茸手感太上头！,835,17,41.84,0.02036,2.46,85.85,2,0.11765,4,0,0,0,
2026-03-12,535447529073,短视频,绝非普通印花！解锁毛巾绣斑马抱枕，拯救单调沙发！,191,6,18.40,0.03141,3.07,0.00,0,0,3,0,0,0,
2026-03-12,535241842685,短视频,谁还没拥有这款蝴蝶结抱枕 ！,2568,67,120.56,0.02609,1.80,43.12,1,0.01493,17,0,0,0,
2026-03-12,532636393176,短视频,这款复古客厅少女心沙发抱枕真是颜值担当！,339,16,17.44,0.0472,1.09,0.00,0,0,2,0,0,0,
2026-03-12,532515685685,短视频,软！萌！暖！原创苹果兔毛巾绣抱枕，治愈系抱感来袭~,1146,42,84.71,0.03665,2.02,0.00,0,0,12,0,1,1,
2026-03-12,531569199631,短视频,“它”在等你回家！精致毛巾绣苹果兔抱枕，赋予家居温度与灵魂。,1332,59,115.95,0.04429,1.97,144.99,3,0.05085,22,1,2,3,115.95
2026-03-12,530797208465,短视频,高级感玉米绒四季可用软fufu靠背！,897,38,69.44,0.04236,1.83,287.00,2,0.05263,6,1,0,1,69.44
2026-03-12,530750622143,短视频,谁家还没有买这款三角形软靠背，真是超级舒服！,355,9,21.78,0.02535,2.42,0.00,0,0,2,0,0,0,
2026-03-12,530699336540,短视频,儿童房软装必备的软fufu靠背！,449,28,35.71,0.06236,1.28,122.73,1,0.03571,2,1,0,1,35.71
2026-03-12,530696684580,短视频,居家必备，软靠背放在任何角落都行！,17,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,530696308316,短视频,谁还没有这款床头靠背啊！真是太舒服了！,228,7,19.47,0.0307,2.78,0.00,0,0,2,0,0,0,
2026-03-12,530649570870,短视频,儿童房这个大象靠背可爱到我了！,1,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,530647050636,短视频,软包幸福感，北欧现代百搭靠背,990,53,79.98,0.05354,1.51,246.10,2,0.03774,14,2,0,2,39.99
2026-03-12,530418176209,短视频,入冬了，谁家还没铺上这款绒感地垫啊！,240,5,2.41,0.02083,0.48,0.00,0,0,1,0,0,0,
2026-03-12,530369678295,短视频,有没有人能懂一下，这款棉麻材质的床头靠背有多舒服！,858,31,40.64,0.03613,1.31,0.00,0,0,3,2,0,2,20.32
2026-03-12,530039838129,短视频,好物分享l十字纹皮面抱枕,153,6,7.49,0.03922,1.25,0.00,0,0,3,0,0,0,
2026-03-12,529937770007,短视频,四季可用 中古异形沙发垫！,913,52,40.90,0.05696,0.79,0.00,0,0,9,0,0,0,
2026-03-12,529321370204,短视频,家的焕新好物l四季可用的异形沙发垫,447,19,27.32,0.04251,1.44,0.00,0,0,0,0,0,0,
2026-03-12,528938064253,短视频,侘寂风长条抱枕  家居必备！,577,20,41.67,0.03466,2.08,0.00,0,0,12,1,0,1,41.67
2026-03-12,527170934899,短视频,没人能比我的蒲团更好看，因为我是。。,4014,68,60.06,0.01694,0.88,73.20,2,0.02941,13,3,0,3,20.02
2026-03-12,527134583803,短视频,我的椅子终于不再冷我的pp了！,385,19,21.56,0.04935,1.13,44.90,1,0.05263,4,0,0,0,
2026-03-12,526044575471,短视频,这款田园风格的垫子 四季可用快来看看吧!,4314,182,90.23,0.04219,0.50,226.66,11,0.06044,24,0,2,2,
2026-03-12,525550264759,短视频,治愈系家居好物！链条绣\+毛巾绣粉郁金香抱枕，小众高级有品位,247,4,2.09,0.01619,0.52,0.00,0,0,0,0,0,0,
2026-03-12,525484054336,短视频,好物分享l日式棉麻蒲团坐垫！,167,7,7.14,0.04192,1.02,0.00,0,0,1,0,0,0,
2026-03-12,525149963536,短视频,温柔狙击！粉郁金香抱枕，双绣工艺，治愈力满分！,105,5,8.56,0.04762,1.71,0.00,0,0,0,0,0,0,
2026-03-12,525092257094,短视频,奶呼呼的南瓜圆枕，请查收！,1074,28,27.73,0.02607,0.99,0.00,0,0,9,0,0,0,
2026-03-12,522722596526,短视频,治愈系家居好物！能“摸”到花瓣的粉郁金香抱枕,87,3,2.73,0.03448,0.91,0.00,0,0,0,0,0,0,
2026-03-12,522527933014,短视频,全棉帆布白底抱枕 立体毛巾绣小雏菊 可拆洗,1077,37,49.78,0.03435,1.35,98.76,3,0.08108,6,0,0,0,
2026-03-12,521828092571,短视频,高级定制感！双工艺链条绣毛巾绣郁金香抱枕，小众格调家居必备,675,19,25.94,0.02815,1.37,0.00,0,0,1,0,0,0,
2026-03-12,521206416875,短视频,毛巾绣郁金香抱枕！温柔裸粉色太戳心巴！,1948,73,120.40,0.03747,1.65,280.99,7,0.09589,15,0,2,2,
2026-03-12,520432630221,短视频,懒人沙发CP锁死！郁金香毛巾绣抱枕，宅家幸福感\+N,48,2,1.36,0.04167,0.68,0.00,0,0,0,0,0,0,
2026-03-12,520262215795,短视频,巨软糯的郁金香抱枕刺绣细节绝了，宅家幸福感超强,622,16,23.14,0.02572,1.45,0.00,0,0,2,0,0,0,
2026-03-12,506586023491,短视频,新年新气象，快来给自己的沙发装扮一下吧！,30,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,502556087109,短视频,年关将至 给沙发换个新年装扮,15,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,501776323133,短视频,新年哪能少的了国风抱枕啊!!!,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,501594849529,短视频,新年抱枕上新~恭喜发财，共贺新春!,5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,448976611292,短视频,新年氛围感\|新年宅家布置,13,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,447695134038,短视频,"日式棉麻蒲团,圆形胖墩墩,坐感舒适",422,16,20.73,0.03791,1.30,35.90,1,0.0625,3,0,0,0,
2026-03-12,447047544009,短视频,忍不住分享一个超老实的坐垫！,2745,120,246.39,0.04372,2.05,617.77,19,0.15833,37,1,1,2,246.39
2026-03-12,446578190359,短视频,100%全棉沙发垫，新年宅家必备,36,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-12,446577394488,短视频,新年宅家，少不了的躺平伴侣,306,15,31.62,0.04902,2.11,20.46,1,0.06667,5,1,0,1,31.62
2026-03-12,446175681460,短视频,我为什么没有早点买这个沙发垫！！！,61,2,0.98,0.03279,0.49,0.00,0,0,5,0,0,0,
2026-03-12,445931457673,短视频,新年宅家，怎么少得了它！,113,2,4.66,0.0177,2.33,48.79,1,0.5,0,0,0,0,
2026-03-11,555519041535,短视频,可爱家居,274,3,6.38,0.01095,2.13,0.00,0,0,0,0,1,1,
2026-03-11,555458610849,短视频,奶油风的家,146,8,14.41,0.05479,1.80,0.00,0,0,1,0,0,0,
2026-03-11,555458290062,短视频,沙发垫的正确打开方式,185,10,10.77,0.05405,1.08,0.00,0,0,3,0,0,0,
2026-03-11,555372737835,短视频,"黑白配的家,太高级了!",30,2,0.33,0.06667,0.17,0.00,0,0,0,0,0,0,
2026-03-11,555372621340,短视频,高级感黑白灰客厅搭配,105,1,1.76,0.00952,1.76,0.00,0,0,1,0,0,0,
2026-03-11,555312322684,短视频,抱枕的颜值真的太高了!,29,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,555306753035,短视频,沉浸式宅家\|我的古风小家,208,8,14.87,0.03846,1.86,0.00,0,0,1,0,0,0,
2026-03-11,555293096238,短视频,侘寂风家里的野性点缀！黑白斑马毛巾绣抱枕，温柔中带点不羁,156,3,4.04,0.01923,1.35,0.00,0,0,0,0,0,0,
2026-03-11,555286652862,短视频,小众设计感艺术抱枕，为颜控而生，怎么搭都好看 ?,139,3,4.82,0.02158,1.61,37.80,1,0.33333,1,0,0,0,
2026-03-11,555286004078,短视频,"黑白灰的家,太有氛围了",81,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,555175200204,短视频,抱枕的颜值真的太高了!,346,8,6.98,0.02312,0.87,0.00,0,0,0,1,0,1,6.98
2026-03-11,555126645572,短视频,这也太犯规了！蛋糕宝宝毛巾绣抱枕萌到爆炸，少女心收割机,47,3,1.59,0.06383,0.53,0.00,0,0,0,0,0,0,
2026-03-11,555125925749,短视频,复古又高级！毛茸茸挂耳狗抱枕，治愈系天花板！?,48,1,0.14,0.02083,0.14,0.00,0,0,0,0,0,0,
2026-03-11,555119213859,短视频,"中古风的家,太爱了!",55,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,555064662823,短视频,艺术生的私藏！手绘感抽象线条抱枕，每一根线条都长在审美点上,105,5,4.50,0.04762,0.90,0.00,0,0,0,0,0,0,
2026-03-11,555059874294,短视频,一眼心动！韩系ins风向日葵抱枕，氛围感绝了,638,9,16.59,0.01411,1.84,0.00,0,0,4,0,0,0,
2026-03-11,555007321455,短视频,黑白灰极简客厅布置,173,4,2.77,0.02312,0.69,0.00,0,0,0,0,0,0,
2026-03-11,554950138297,短视频,"黑白配,永远的经典",59,2,3.54,0.0339,1.77,0.00,0,0,0,0,0,0,
2026-03-11,554926163106,短视频,氛围感家居,168,7,5.92,0.04167,0.85,0.00,0,0,1,0,0,0,
2026-03-11,554817151105,短视频,法式轻奢香风客厅沙发抱枕,73,1,0.59,0.0137,0.59,0.00,0,0,0,0,0,0,
2026-03-11,554057120348,短视频,"黑白灰的家,太有氛围了",127,7,5.92,0.05512,0.85,83.50,1,0.14286,2,1,0,1,5.92
2026-03-11,553732269147,短视频,"复古风的家,太爱了!",202,5,2.59,0.02475,0.52,0.00,0,0,1,0,0,0,
2026-03-11,553375677357,短视频,靠它,1002,32,62.31,0.03194,1.95,0.00,0,0,5,0,0,0,
2026-03-11,553306503958,短视频,治愈系小家!,159,9,12.64,0.0566,1.40,0.00,0,0,2,0,0,0,
2026-03-11,553203143361,短视频,日光下的舒适,139,4,6.04,0.02878,1.51,0.00,0,0,1,0,0,0,
2026-03-11,553202691374,短视频,温暖的家可靠的它,48,2,1.55,0.04167,0.78,0.00,0,0,0,0,0,0,
2026-03-11,553097912376,短视频,居家放松\|我的卧室我做主,214,7,13.84,0.03271,1.98,133.20,3,0.42857,10,0,0,0,
2026-03-11,552764607058,短视频,一眼惊艳的抱枕,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,552740205709,短视频,摸摸，轻飘柔顺,162,6,8.95,0.03704,1.49,33.02,1,0.16667,0,0,0,0,
2026-03-11,552596420231,短视频,"轻奢风的家,太爱了",28,1,0.19,0.03571,0.19,0.00,0,0,0,0,0,0,
2026-03-11,552596348379,短视频,你的小小后背,32,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,552363453358,短视频,摸摸它的顺滑触感,323,25,33.66,0.0774,1.35,0.00,0,0,5,0,0,0,
2026-03-11,552231329831,短视频,试试抱着它吧温暖又舒适,19,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,552045763549,短视频,"全棉的它,让你爱不释手",269,16,8.99,0.05948,0.56,0.00,0,0,9,0,1,1,
2026-03-11,552037351613,短视频,四季可用沙发垫，法式氛围感瞬间拉满,4,1,0.10,0.25,0.10,0.00,0,0,0,0,0,0,
2026-03-11,552037323877,短视频,好物分享l异形经典百搭沙发垫,34,2,2.33,0.05882,1.17,0.00,0,0,1,0,0,0,
2026-03-11,551988272115,短视频,客厅布置\|我的梦中情房,114,5,2.72,0.04386,0.54,0.00,0,0,1,1,0,1,2.72
2026-03-11,551987968238,短视频,秋冬氛围感沙发垫分享,913,62,66.49,0.06791,1.07,328.52,4,0.06452,14,0,1,1,
2026-03-11,551954728795,短视频,"四季款沙发垫,客厅必备",124,3,1.32,0.02419,0.44,0.00,0,0,1,0,0,0,
2026-03-11,551847925090,短视频,原创设计｜立体毛巾绣苹果兔抱枕,108,4,5.84,0.03704,1.46,0.00,0,0,0,0,0,0,
2026-03-11,551847585424,短视频,复古绿斑马纹理抱枕｜3D立体毛巾绣 不撞款的客厅焦点,28,1,1.64,0.03571,1.64,0.00,0,0,0,0,0,0,
2026-03-11,551847181252,短视频,法式蝴蝶结抱枕 重工立体毛巾绣 点亮轻奢复古客厅,144,5,6.37,0.03472,1.27,41.90,1,0.2,2,0,0,0,
2026-03-11,551806282033,短视频,沙发床上的小惊喜 五彩立体调色盘抱枕 让居家时光更活泼,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,551805838141,短视频,【重磅刺绣】新年礼物红色RICH抱枕，提升家居格调必入,4,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,551794657208,短视频,"沙发垫这样选,好看又耐脏",186,11,22.47,0.05914,2.04,102.04,1,0.09091,2,0,0,0,
2026-03-11,551754190216,短视频,黑白灰极简风的客厅布置,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,551753738339,短视频,我真的太会买沙发垫了!,443,31,56.71,0.06998,1.83,188.85,2,0.06452,11,0,0,0,
2026-03-11,551683495744,短视频,低饱和粉调郁金香抱枕 做旧质感毛巾绣 不甜腻的复古浪漫,396,11,32.70,0.02778,2.97,34.32,1,0.09091,0,0,0,0,
2026-03-11,551638039646,短视频,冬天的沙发垫我选半边绒,47,5,2.13,0.10638,0.43,0.00,0,0,0,0,0,0,
2026-03-11,551561140322,短视频,质量杠杠的,356,12,27.63,0.03371,2.30,119.70,2,0.16667,10,0,0,0,
2026-03-11,551413092616,短视频,"轻奢风沙发垫,四季通用",17,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,551253461002,短视频,新年布置\|年味十足的家,25,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,551252909318,短视频,美式高级感黑白斑马纹抱枕,4,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,551093875439,短视频,"复古田园风,让家更温馨",123,4,2.39,0.03252,0.60,0.00,0,0,0,0,0,0,
2026-03-11,550985212692,短视频,新年氛围感家居好物分享,16,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,550787494876,短视频,"冬天宅家,当然要暖暖的啦",12,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,550669771841,短视频,法式复古雪尼尔沙发垫,12,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,550599421042,短视频,新年氛围感沙发垫分享,610,28,19.50,0.0459,0.70,234.96,4,0.14286,8,0,0,0,
2026-03-11,549622833146,短视频,新年氛围感\|我的年味小家,8,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,549462880694,短视频,新年布置\|我的年味小家,29,2,2.33,0.06897,1.17,0.00,0,0,2,0,0,0,
2026-03-11,549059103368,短视频,新年氛围感家居好物分享,5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,548713580814,短视频,M.life 中古风雪尼尔沙发垫高级感异形沙发套罩布巾四季款防猫抓,9847,258,147.45,0.0262,0.57,26.10,1,0.00388,23,8,2,10,18.43
2026-03-11,548656188901,短视频,新年氛围感家居好物分享,103,7,7.06,0.06796,1.01,319.51,4,0.57143,6,0,0,0,
2026-03-11,548418767636,短视频,M.life 中古风异形小球球沙发垫高级感客厅沙发套罩布巾秋冬款,12014,288,149.36,0.02397,0.52,0.00,0,0,32,3,0,3,49.79
2026-03-11,548406935891,短视频,M.life 床头软包靠背罩实木防撞软垫卧室改造床靠背枕方便可拆洗,11339,369,195.07,0.03254,0.53,1085.12,8,0.02168,40,4,1,5,48.77
2026-03-11,547930443749,短视频,新年布置\|新中式客厅,1075,52,66.55,0.04837,1.28,224.10,5,0.09615,9,1,0,1,66.55
2026-03-11,544620767154,短视频,新年氛围感家居好物分享,11,2,1.66,0.18182,0.83,0.00,0,0,1,0,0,0,
2026-03-11,542627036326,短视频,好物分享l 秋冬毛绒抱枕来了,34,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,540791442966,短视频,慢生活mlife家居生活新风尚,571,17,46.73,0.02977,2.75,214.28,2,0.11765,8,1,0,1,46.73
2026-03-11,538016252131,短视频,四季通用的玉米绒沙发垫,169,3,2.55,0.01775,0.85,0.00,0,0,0,0,0,0,
2026-03-11,538015372788,短视频,"绣雏菊沙发垫,让家更温馨",1059,43,47.77,0.0406,1.11,89.93,1,0.02326,8,1,0,1,47.77
2026-03-11,537916670586,短视频,好物分享l水洗全棉四季可用沙发垫,922,60,47.94,0.06508,0.80,55.80,1,0.01667,3,2,0,2,23.97
2026-03-11,537573440852,短视频,软萌好RUA！原创毛巾绣苹果兔抱枕，萌趣满分！,65,2,3.39,0.03077,1.70,0.00,0,0,0,0,0,0,
2026-03-11,536415651226,短视频,?一整个爱住！这颗毛茸茸的红苹果，软fufu到心巴上～,447,20,43.32,0.04474,2.17,77.98,2,0.1,9,0,0,0,
2026-03-11,536415559340,短视频,小众控必入！神仙颜值的满绣苔藓抱枕来了！,2867,97,163.09,0.03383,1.68,466.60,9,0.09278,19,0,0,0,
2026-03-11,535585082897,短视频,萌化了！原创苹果兔毛巾绣抱枕，毛茸茸手感太上头！,834,13,22.43,0.01559,1.73,71.34,2,0.15385,4,2,0,2,11.22
2026-03-11,535447529073,短视频,绝非普通印花！解锁毛巾绣斑马抱枕，拯救单调沙发！,226,4,14.18,0.0177,3.55,0.00,0,0,1,0,0,0,
2026-03-11,535241842685,短视频,谁还没拥有这款蝴蝶结抱枕 ！,2494,70,147.28,0.02807,2.10,640.39,13,0.18571,26,1,1,2,147.28
2026-03-11,532636393176,短视频,这款复古客厅少女心沙发抱枕真是颜值担当！,236,9,3.97,0.03814,0.44,33.34,1,0.11111,1,0,1,1,
2026-03-11,532515685685,短视频,软！萌！暖！原创苹果兔毛巾绣抱枕，治愈系抱感来袭~,1620,47,99.24,0.02901,2.11,238.23,5,0.10638,15,1,0,1,99.24
2026-03-11,531569199631,短视频,“它”在等你回家！精致毛巾绣苹果兔抱枕，赋予家居温度与灵魂。,1399,58,165.91,0.04146,2.86,360.25,9,0.15517,35,0,1,1,
2026-03-11,530797208465,短视频,高级感玉米绒四季可用软fufu靠背！,1175,42,74.47,0.03574,1.77,417.71,4,0.09524,9,0,0,0,
2026-03-11,530750622143,短视频,谁家还没有买这款三角形软靠背，真是超级舒服！,347,12,17.48,0.03458,1.46,0.00,0,0,5,0,0,0,
2026-03-11,530699336540,短视频,儿童房软装必备的软fufu靠背！,540,35,44.53,0.06481,1.27,356.60,3,0.08571,11,0,0,0,
2026-03-11,530696684580,短视频,居家必备，软靠背放在任何角落都行！,16,4,1.35,0.25,0.34,0.00,0,0,0,0,0,0,
2026-03-11,530696308316,短视频,谁还没有这款床头靠背啊！真是太舒服了！,173,8,9.51,0.04624,1.19,0.00,0,0,0,0,1,1,
2026-03-11,530649570870,短视频,儿童房这个大象靠背可爱到我了！,3,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,530647050636,短视频,软包幸福感，北欧现代百搭靠背,1020,60,83.75,0.05882,1.40,271.37,2,0.03333,13,0,1,1,
2026-03-11,530418176209,短视频,入冬了，谁家还没铺上这款绒感地垫啊！,286,4,3.77,0.01399,0.94,39.33,1,0.25,5,0,0,0,
2026-03-11,530369678295,短视频,有没有人能懂一下，这款棉麻材质的床头靠背有多舒服！,826,29,37.70,0.03511,1.30,0.00,0,0,10,0,1,1,
2026-03-11,530039838129,短视频,好物分享l十字纹皮面抱枕,137,4,10.14,0.0292,2.54,0.00,0,0,0,0,0,0,
2026-03-11,529937770007,短视频,四季可用 中古异形沙发垫！,823,34,32.69,0.04131,0.96,35.34,1,0.02941,7,1,0,1,32.69
2026-03-11,529321370204,短视频,家的焕新好物l四季可用的异形沙发垫,564,26,44.31,0.0461,1.70,0.00,0,0,2,1,0,1,44.31
2026-03-11,528938064253,短视频,侘寂风长条抱枕  家居必备！,933,24,55.30,0.02572,2.30,564.30,1,0.04167,6,0,0,0,
2026-03-11,527170934899,短视频,没人能比我的蒲团更好看，因为我是。。,2902,73,67.20,0.02516,0.92,142.02,5,0.06849,10,2,0,2,33.60
2026-03-11,527134583803,短视频,我的椅子终于不再冷我的pp了！,872,41,38.31,0.04702,0.93,107.72,4,0.09756,5,0,0,0,
