日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,总成交金额,总成交笔数,点击转化率,总购物车数,收藏宝贝数,收藏店铺数,总收藏数,宝贝收藏成本
2026-03-11,526044575471,短视频,这款田园风格的垫子 四季可用快来看看吧!,3598,191,87.58,0.05309,0.46,405.76,21,0.10995,37,6,2,8,14.60
2026-03-11,525550264759,短视频,治愈系家居好物！链条绣\+毛巾绣粉郁金香抱枕，小众高级有品位,380,13,32.41,0.03421,2.49,117.25,3,0.23077,7,0,0,0,
2026-03-11,525484054336,短视频,好物分享l日式棉麻蒲团坐垫！,95,9,7.34,0.09474,0.82,55.10,2,0.22222,3,0,1,1,
2026-03-11,525149963536,短视频,温柔狙击！粉郁金香抱枕，双绣工艺，治愈力满分！,149,5,6.35,0.03356,1.27,32.56,1,0.2,8,0,0,0,
2026-03-11,525092257094,短视频,奶呼呼的南瓜圆枕，请查收！,1211,33,42.14,0.02725,1.28,86.24,2,0.06061,14,1,0,1,42.14
2026-03-11,522722596526,短视频,治愈系家居好物！能“摸”到花瓣的粉郁金香抱枕,380,5,3.97,0.01316,0.79,0.00,0,0,0,1,0,1,3.97
2026-03-11,522527933014,短视频,全棉帆布白底抱枕 立体毛巾绣小雏菊 可拆洗,954,24,50.10,0.02516,2.09,43.20,1,0.04167,3,0,0,0,
2026-03-11,521828092571,短视频,高级定制感！双工艺链条绣毛巾绣郁金香抱枕，小众格调家居必备,725,23,32.68,0.03172,1.42,34.32,1,0.04348,6,0,0,0,
2026-03-11,521206416875,短视频,毛巾绣郁金香抱枕！温柔裸粉色太戳心巴！,1962,82,152.83,0.04179,1.86,106.90,4,0.04878,27,0,0,0,
2026-03-11,520432630221,短视频,懒人沙发CP锁死！郁金香毛巾绣抱枕，宅家幸福感\+N,52,1,0.06,0.01923,0.06,0.00,0,0,0,0,0,0,
2026-03-11,520262215795,短视频,巨软糯的郁金香抱枕刺绣细节绝了，宅家幸福感超强,484,12,16.86,0.02479,1.41,0.00,0,0,1,0,0,0,
2026-03-11,506586023491,短视频,新年新气象，快来给自己的沙发装扮一下吧！,69,6,3.22,0.08696,0.54,0.00,0,0,0,0,0,0,
2026-03-11,502556087109,短视频,年关将至 给沙发换个新年装扮,15,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,501776323133,短视频,新年哪能少的了国风抱枕啊!!!,7,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,501594849529,短视频,新年抱枕上新~恭喜发财，共贺新春!,11,1,0.18,0.09091,0.18,0.00,0,0,0,0,0,0,
2026-03-11,448976611292,短视频,新年氛围感\|新年宅家布置,11,1,0.12,0.09091,0.12,0.00,0,0,0,0,0,0,
2026-03-11,447695134038,短视频,"日式棉麻蒲团,圆形胖墩墩,坐感舒适",337,4,4.94,0.01187,1.24,0.00,0,0,0,1,0,1,4.94
2026-03-11,447047544009,短视频,忍不住分享一个超老实的坐垫！,3015,150,265.85,0.04975,1.77,595.17,14,0.09333,44,3,0,3,88.62
2026-03-11,446578190359,短视频,100%全棉沙发垫，新年宅家必备,41,2,2.41,0.04878,1.21,0.00,0,0,0,0,0,0,
2026-03-11,446577394488,短视频,新年宅家，少不了的躺平伴侣,322,15,32.11,0.04658,2.14,334.96,4,0.26667,1,0,0,0,
2026-03-11,446175681460,短视频,我为什么没有早点买这个沙发垫！！！,69,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-11,445931457673,短视频,新年宅家，怎么少得了它！,154,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,555519041535,短视频,可爱家居,341,13,14.16,0.03812,1.09,52.10,1,0.07692,5,0,0,0,
2026-03-10,555458610849,短视频,奶油风的家,120,12,21.92,0.1,1.83,451.86,5,0.41667,6,0,0,0,
2026-03-10,555458290062,短视频,沙发垫的正确打开方式,213,9,24.38,0.04225,2.71,85.23,1,0.11111,4,0,0,0,
2026-03-10,555372737835,短视频,"黑白配的家,太高级了!",35,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,555372621340,短视频,高级感黑白灰客厅搭配,100,3,3.99,0.03,1.33,0.00,0,0,1,0,0,0,
2026-03-10,555312322684,短视频,抱枕的颜值真的太高了!,27,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,555306753035,短视频,沉浸式宅家\|我的古风小家,204,9,19.71,0.04412,2.19,0.00,0,0,3,2,0,2,9.86
2026-03-10,555293096238,短视频,侘寂风家里的野性点缀！黑白斑马毛巾绣抱枕，温柔中带点不羁,225,5,2.72,0.02222,0.54,0.00,0,0,1,0,0,0,
2026-03-10,555286652862,短视频,小众设计感艺术抱枕，为颜控而生，怎么搭都好看 ?,224,5,5.90,0.02232,1.18,0.00,0,0,0,0,0,0,
2026-03-10,555286004078,短视频,"黑白灰的家,太有氛围了",91,5,3.79,0.05495,0.76,0.00,0,0,1,0,0,0,
2026-03-10,555175200204,短视频,抱枕的颜值真的太高了!,315,3,6.52,0.00952,2.17,0.00,0,0,1,0,0,0,
2026-03-10,555126645572,短视频,这也太犯规了！蛋糕宝宝毛巾绣抱枕萌到爆炸，少女心收割机,55,1,3.44,0.01818,3.44,0.00,0,0,0,0,0,0,
2026-03-10,555125925749,短视频,复古又高级！毛茸茸挂耳狗抱枕，治愈系天花板！?,72,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,555119213859,短视频,"中古风的家,太爱了!",77,2,1.25,0.02597,0.63,0.00,0,0,0,0,0,0,
2026-03-10,555064662823,短视频,艺术生的私藏！手绘感抽象线条抱枕，每一根线条都长在审美点上,106,2,3.89,0.01887,1.95,0.00,0,0,0,0,0,0,
2026-03-10,555059874294,短视频,一眼心动！韩系ins风向日葵抱枕，氛围感绝了,1201,25,26.10,0.02082,1.04,55.94,2,0.08,0,1,1,2,26.10
2026-03-10,555007321455,短视频,黑白灰极简客厅布置,128,3,2.00,0.02344,0.67,0.00,0,0,0,0,0,0,
2026-03-10,554950138297,短视频,"黑白配,永远的经典",61,1,0.11,0.01639,0.11,0.00,0,0,0,0,0,0,
2026-03-10,554926163106,短视频,氛围感家居,271,12,3.96,0.04428,0.33,0.00,0,0,1,0,0,0,
2026-03-10,554817151105,短视频,法式轻奢香风客厅沙发抱枕,74,2,1.01,0.02703,0.51,0.00,0,0,2,0,0,0,
2026-03-10,554057120348,短视频,"黑白灰的家,太有氛围了",191,5,10.25,0.02618,2.05,0.00,0,0,1,0,0,0,
2026-03-10,553732269147,短视频,"复古风的家,太爱了!",265,11,13.52,0.04151,1.23,0.00,0,0,0,0,0,0,
2026-03-10,553375677357,短视频,靠它,1617,63,124.39,0.03896,1.97,406.65,7,0.11111,22,0,2,2,
2026-03-10,553306503958,短视频,治愈系小家!,247,12,11.87,0.04858,0.99,0.00,0,0,3,0,0,0,
2026-03-10,553203143361,短视频,日光下的舒适,206,6,10.52,0.02913,1.75,0.00,0,0,8,0,0,0,
2026-03-10,553202691374,短视频,温暖的家可靠的它,48,1,0.61,0.02083,0.61,0.00,0,0,0,0,0,0,
2026-03-10,553097912376,短视频,居家放松\|我的卧室我做主,182,6,12.95,0.03297,2.16,46.55,1,0.16667,4,0,0,0,
2026-03-10,552764607058,短视频,一眼惊艳的抱枕,18,1,2.78,0.05556,2.78,0.00,0,0,0,0,0,0,
2026-03-10,552740205709,短视频,摸摸，轻飘柔顺,203,9,21.93,0.04433,2.44,0.00,0,0,2,1,0,1,21.93
2026-03-10,552596420231,短视频,"轻奢风的家,太爱了",25,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,552596348379,短视频,你的小小后背,35,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,552363453358,短视频,摸摸它的顺滑触感,284,21,35.92,0.07394,1.71,0.00,0,0,5,0,1,1,
2026-03-10,552231329831,短视频,试试抱着它吧温暖又舒适,18,1,0.24,0.05556,0.24,0.00,0,0,0,0,0,0,
2026-03-10,552045763549,短视频,"全棉的它,让你爱不释手",324,21,24.69,0.06481,1.18,93.10,1,0.04762,2,0,0,0,
2026-03-10,552037351613,短视频,四季可用沙发垫，法式氛围感瞬间拉满,7,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,552037323877,短视频,好物分享l异形经典百搭沙发垫,47,1,0.81,0.02128,0.81,0.00,0,0,1,0,0,0,
2026-03-10,551988272115,短视频,客厅布置\|我的梦中情房,408,33,30.53,0.08088,0.93,0.00,0,0,7,0,0,0,
2026-03-10,551987968238,短视频,秋冬氛围感沙发垫分享,598,40,47.42,0.06689,1.19,59.16,1,0.025,5,1,0,1,47.42
2026-03-10,551954728795,短视频,"四季款沙发垫,客厅必备",134,3,8.05,0.02239,2.68,0.00,0,0,0,0,0,0,
2026-03-10,551847925090,短视频,原创设计｜立体毛巾绣苹果兔抱枕,125,8,31.84,0.064,3.98,133.60,3,0.375,10,0,0,0,
2026-03-10,551847585424,短视频,复古绿斑马纹理抱枕｜3D立体毛巾绣 不撞款的客厅焦点,16,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551847181252,短视频,法式蝴蝶结抱枕 重工立体毛巾绣 点亮轻奢复古客厅,131,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551806282033,短视频,沙发床上的小惊喜 五彩立体调色盘抱枕 让居家时光更活泼,7,1,1.06,0.14286,1.06,0.00,0,0,0,0,0,0,
2026-03-10,551805838141,短视频,【重磅刺绣】新年礼物红色RICH抱枕，提升家居格调必入,2,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551794657208,短视频,"沙发垫这样选,好看又耐脏",229,21,32.25,0.0917,1.54,75.90,1,0.04762,7,0,0,0,
2026-03-10,551754190216,短视频,黑白灰极简风的客厅布置,13,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551753738339,短视频,我真的太会买沙发垫了!,184,11,12.44,0.05978,1.13,0.00,0,0,1,0,0,0,
2026-03-10,551683495744,短视频,低饱和粉调郁金香抱枕 做旧质感毛巾绣 不甜腻的复古浪漫,367,11,29.52,0.02997,2.68,70.20,2,0.18182,3,0,0,0,
2026-03-10,551638039646,短视频,冬天的沙发垫我选半边绒,31,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551561140322,短视频,质量杠杠的,170,8,21.34,0.04706,2.67,110.20,2,0.25,1,0,0,0,
2026-03-10,551413092616,短视频,"轻奢风沙发垫,四季通用",12,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551253461002,短视频,新年布置\|年味十足的家,30,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551252909318,短视频,美式高级感黑白斑马纹抱枕,5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,551093875439,短视频,"复古田园风,让家更温馨",120,9,4.05,0.075,0.45,0.00,0,0,1,0,0,0,
2026-03-10,550985212692,短视频,新年氛围感家居好物分享,5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,550787494876,短视频,"冬天宅家,当然要暖暖的啦",17,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,550669771841,短视频,法式复古雪尼尔沙发垫,10,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,550599421042,短视频,新年氛围感沙发垫分享,416,24,26.56,0.05769,1.11,141.95,3,0.125,3,2,0,2,13.28
2026-03-10,549622833146,短视频,新年氛围感\|我的年味小家,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,549462880694,短视频,新年布置\|我的年味小家,34,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,549059103368,短视频,新年氛围感家居好物分享,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,548713580814,短视频,M.life 中古风雪尼尔沙发垫高级感异形沙发套罩布巾四季款防猫抓,8700,191,99.83,0.02195,0.52,103.28,1,0.00524,10,1,0,1,99.83
2026-03-10,548656188901,短视频,新年氛围感家居好物分享,74,5,4.14,0.06757,0.83,0.00,0,0,2,0,0,0,
2026-03-10,548418767636,短视频,M.life 中古风异形小球球沙发垫高级感客厅沙发套罩布巾秋冬款,6015,148,97.81,0.02461,0.66,0.00,0,0,8,0,0,0,
2026-03-10,548406935891,短视频,M.life 床头软包靠背罩实木防撞软垫卧室改造床靠背枕方便可拆洗,5889,185,98.38,0.03141,0.53,143.72,1,0.00541,20,2,0,2,49.19
2026-03-10,547930443749,短视频,新年布置\|新中式客厅,999,45,59.25,0.04505,1.32,538.06,4,0.08889,17,3,0,3,19.75
2026-03-10,544620767154,短视频,新年氛围感家居好物分享,8,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,542627036326,短视频,好物分享l 秋冬毛绒抱枕来了,40,1,0.47,0.025,0.47,0.00,0,0,0,0,0,0,
2026-03-10,540791442966,短视频,慢生活mlife家居生活新风尚,1015,36,78.51,0.03547,2.18,114.95,1,0.02778,5,0,0,0,
2026-03-10,538016252131,短视频,四季通用的玉米绒沙发垫,196,5,3.66,0.02551,0.73,0.00,0,0,1,0,0,0,
2026-03-10,538015372788,短视频,"绣雏菊沙发垫,让家更温馨",1270,43,52.36,0.03386,1.22,0.00,0,0,6,2,0,2,26.18
2026-03-10,537916670586,短视频,好物分享l水洗全棉四季可用沙发垫,1048,63,84.79,0.06011,1.35,0.00,0,0,25,0,0,0,
2026-03-10,537573440852,短视频,软萌好RUA！原创毛巾绣苹果兔抱枕，萌趣满分！,52,3,3.58,0.05769,1.19,0.00,0,0,0,0,0,0,
2026-03-10,536415651226,短视频,?一整个爱住！这颗毛茸茸的红苹果，软fufu到心巴上～,354,10,9.74,0.02825,0.97,0.00,0,0,0,0,0,0,
2026-03-10,536415559340,短视频,小众控必入！神仙颜值的满绣苔藓抱枕来了！,2255,56,75.75,0.02483,1.35,108.58,2,0.03571,13,2,1,3,37.88
2026-03-10,535585082897,短视频,萌化了！原创苹果兔毛巾绣抱枕，毛茸茸手感太上头！,540,11,17.30,0.02037,1.57,0.00,0,0,6,0,1,1,
2026-03-10,535447529073,短视频,绝非普通印花！解锁毛巾绣斑马抱枕，拯救单调沙发！,254,5,7.15,0.01969,1.43,0.00,0,0,0,0,0,0,
2026-03-10,535241842685,短视频,谁还没拥有这款蝴蝶结抱枕 ！,2099,53,86.74,0.02525,1.64,65.90,2,0.03774,22,0,0,0,
2026-03-10,532636393176,短视频,这款复古客厅少女心沙发抱枕真是颜值担当！,201,11,9.78,0.05473,0.89,0.00,0,0,3,1,0,1,9.78
2026-03-10,532515685685,短视频,软！萌！暖！原创苹果兔毛巾绣抱枕，治愈系抱感来袭~,1686,43,76.72,0.0255,1.78,383.84,8,0.18605,31,1,2,3,76.72
2026-03-10,531569199631,短视频,“它”在等你回家！精致毛巾绣苹果兔抱枕，赋予家居温度与灵魂。,1092,71,171.32,0.06502,2.41,206.07,5,0.07042,21,0,0,0,
2026-03-10,530797208465,短视频,高级感玉米绒四季可用软fufu靠背！,1453,48,70.45,0.03304,1.47,289.40,3,0.0625,13,0,0,0,
2026-03-10,530750622143,短视频,谁家还没有买这款三角形软靠背，真是超级舒服！,278,7,6.49,0.02518,0.93,0.00,0,0,0,0,0,0,
2026-03-10,530699336540,短视频,儿童房软装必备的软fufu靠背！,473,14,17.96,0.0296,1.28,0.00,0,0,0,0,0,0,
2026-03-10,530696684580,短视频,居家必备，软靠背放在任何角落都行！,21,1,0.19,0.04762,0.19,0.00,0,0,0,0,0,0,
2026-03-10,530696308316,短视频,谁还没有这款床头靠背啊！真是太舒服了！,181,6,9.95,0.03315,1.66,0.00,0,0,2,0,1,1,
2026-03-10,530647050636,短视频,软包幸福感，北欧现代百搭靠背,1206,67,84.76,0.05556,1.27,0.00,0,0,9,0,0,0,
2026-03-10,530418176209,短视频,入冬了，谁家还没铺上这款绒感地垫啊！,159,5,1.73,0.03145,0.35,0.00,0,0,1,0,0,0,
2026-03-10,530369678295,短视频,有没有人能懂一下，这款棉麻材质的床头靠背有多舒服！,1249,38,51.65,0.03042,1.36,0.00,0,0,3,0,0,0,
2026-03-10,530039838129,短视频,好物分享l十字纹皮面抱枕,120,5,8.82,0.04167,1.76,0.00,0,0,0,0,0,0,
2026-03-10,529937770007,短视频,四季可用 中古异形沙发垫！,444,20,21.60,0.04505,1.08,70.65,2,0.1,1,0,0,0,
2026-03-10,529321370204,短视频,家的焕新好物l四季可用的异形沙发垫,651,41,72.27,0.06298,1.76,144.49,2,0.04878,8,0,0,0,
2026-03-10,528938064253,短视频,侘寂风长条抱枕  家居必备！,1155,26,44.86,0.02251,1.73,71.25,1,0.03846,4,0,0,0,
2026-03-10,527170934899,短视频,没人能比我的蒲团更好看，因为我是。。,1555,33,28.93,0.02122,0.88,61.31,2,0.06061,1,1,1,2,28.93
2026-03-10,527134583803,短视频,我的椅子终于不再冷我的pp了！,1102,43,38.27,0.03902,0.89,135.05,2,0.04651,1,0,0,0,
2026-03-10,526044575471,短视频,这款田园风格的垫子 四季可用快来看看吧!,3737,173,86.83,0.04629,0.50,259.24,15,0.08671,32,2,2,4,43.42
2026-03-10,525550264759,短视频,治愈系家居好物！链条绣\+毛巾绣粉郁金香抱枕，小众高级有品位,105,1,0.05,0.00952,0.05,0.00,0,0,0,0,0,0,
2026-03-10,525484054336,短视频,好物分享l日式棉麻蒲团坐垫！,200,9,9.61,0.045,1.07,0.00,0,0,6,0,0,0,
2026-03-10,525149963536,短视频,温柔狙击！粉郁金香抱枕，双绣工艺，治愈力满分！,76,2,2.88,0.02632,1.44,0.00,0,0,0,0,0,0,
2026-03-10,525092257094,短视频,奶呼呼的南瓜圆枕，请查收！,894,27,26.53,0.0302,0.98,216.40,5,0.18519,16,4,0,4,6.63
2026-03-10,524754881004,短视频,? 给沙发加个“艺术展”！毛巾绣抱枕，小众品味之选~,1,1,0.79,1,0.79,0.00,0,0,0,0,0,0,
2026-03-10,522722596526,短视频,治愈系家居好物！能“摸”到花瓣的粉郁金香抱枕,841,35,55.27,0.04162,1.58,34.32,1,0.02857,8,1,0,1,55.27
2026-03-10,522527933014,短视频,全棉帆布白底抱枕 立体毛巾绣小雏菊 可拆洗,1992,61,64.21,0.03062,1.05,0.00,0,0,14,1,0,1,64.21
2026-03-10,521828092571,短视频,高级定制感！双工艺链条绣毛巾绣郁金香抱枕，小众格调家居必备,1427,48,51.55,0.03364,1.07,196.00,4,0.08333,20,1,1,2,51.55
2026-03-10,521206416875,短视频,毛巾绣郁金香抱枕！温柔裸粉色太戳心巴！,1293,43,64.44,0.03326,1.50,310.27,7,0.16279,9,1,0,1,64.44
2026-03-10,520432630221,短视频,懒人沙发CP锁死！郁金香毛巾绣抱枕，宅家幸福感\+N,95,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,520262215795,短视频,巨软糯的郁金香抱枕刺绣细节绝了，宅家幸福感超强,1084,23,26.29,0.02122,1.14,32.19,1,0.04348,7,3,0,3,8.76
2026-03-10,506586023491,短视频,新年新气象，快来给自己的沙发装扮一下吧！,38,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,502556087109,短视频,年关将至 给沙发换个新年装扮,12,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,501776323133,短视频,新年哪能少的了国风抱枕啊!!!,4,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,501594849529,短视频,新年抱枕上新~恭喜发财，共贺新春!,10,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,448976611292,短视频,新年氛围感\|新年宅家布置,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,447695134038,短视频,"日式棉麻蒲团,圆形胖墩墩,坐感舒适",138,9,7.35,0.06522,0.82,0.00,0,0,1,1,0,1,7.35
2026-03-10,447047544009,短视频,忍不住分享一个超老实的坐垫！,2665,176,227.92,0.06604,1.30,937.96,28,0.15909,39,4,1,5,56.98
2026-03-10,446578190359,短视频,100%全棉沙发垫，新年宅家必备,53,4,5.63,0.07547,1.41,0.00,0,0,1,0,0,0,
2026-03-10,446577394488,短视频,新年宅家，少不了的躺平伴侣,265,4,4.29,0.01509,1.07,0.00,0,0,0,0,0,0,
2026-03-10,446175681460,短视频,我为什么没有早点买这个沙发垫！！！,23,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-10,445931457673,短视频,新年宅家，怎么少得了它！,135,4,1.89,0.02963,0.47,0.00,0,0,3,0,0,0,
2026-03-09,555519041535,短视频,可爱家居,316,5,13.60,0.01582,2.72,0.00,0,0,0,0,0,0,
2026-03-09,555458610849,短视频,奶油风的家,56,3,5.16,0.05357,1.72,0.00,0,0,5,0,0,0,
2026-03-09,555458290062,短视频,沙发垫的正确打开方式,158,9,12.84,0.05696,1.43,0.00,0,0,1,0,0,0,
2026-03-09,555372737835,短视频,"黑白配的家,太高级了!",33,1,0.29,0.0303,0.29,0.00,0,0,0,0,0,0,
2026-03-09,555372621340,短视频,高级感黑白灰客厅搭配,57,1,4.02,0.01754,4.02,0.00,0,0,0,0,0,0,
2026-03-09,555312322684,短视频,抱枕的颜值真的太高了!,27,2,1.65,0.07407,0.83,0.00,0,0,0,0,0,0,
2026-03-09,555306753035,短视频,沉浸式宅家\|我的古风小家,145,1,3.26,0.0069,3.26,0.00,0,0,0,0,0,0,
2026-03-09,555293096238,短视频,侘寂风家里的野性点缀！黑白斑马毛巾绣抱枕，温柔中带点不羁,148,2,2.85,0.01351,1.43,0.00,0,0,0,0,0,0,
2026-03-09,555286652862,短视频,小众设计感艺术抱枕，为颜控而生，怎么搭都好看 ?,230,3,2.75,0.01304,0.92,0.00,0,0,0,0,0,0,
2026-03-09,555286004078,短视频,"黑白灰的家,太有氛围了",87,2,1.54,0.02299,0.77,0.00,0,0,0,0,0,0,
2026-03-09,555175200204,短视频,抱枕的颜值真的太高了!,576,19,36.67,0.03299,1.93,100.57,2,0.10526,11,0,0,0,
2026-03-09,555126645572,短视频,这也太犯规了！蛋糕宝宝毛巾绣抱枕萌到爆炸，少女心收割机,26,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-09,555125925749,短视频,复古又高级！毛茸茸挂耳狗抱枕，治愈系天花板！?,66,2,6.40,0.0303,3.20,0.00,0,0,0,0,0,0,
2026-03-09,555119213859,短视频,"中古风的家,太爱了!",53,2,6.25,0.03774,3.13,0.00,0,0,0,0,0,0,
2026-03-09,555064662823,短视频,艺术生的私藏！手绘感抽象线条抱枕，每一根线条都长在审美点上,115,3,2.39,0.02609,0.80,0.00,0,0,0,0,0,0,
2026-03-09,555059874294,短视频,一眼心动！韩系ins风向日葵抱枕，氛围感绝了,1603,33,40.19,0.02059,1.22,140.00,2,0.06061,6,0,0,0,
2026-03-09,555007321455,短视频,黑白灰极简客厅布置,66,3,7.04,0.04545,2.35,0.00,0,0,0,0,0,0,
2026-03-09,554950138297,短视频,"黑白配,永远的经典",33,1,0.16,0.0303,0.16,0.00,0,0,0,0,0,0,
2026-03-09,554926163106,短视频,氛围感家居,179,7,2.83,0.03911,0.40,0.00,0,0,0,0,0,0,
2026-03-09,554817151105,短视频,法式轻奢香风客厅沙发抱枕,86,1,0.11,0.01163,0.11,0.00,0,0,0,0,0,0,
2026-03-09,554057120348,短视频,"黑白灰的家,太有氛围了",196,7,8.92,0.03571,1.27,73.92,1,0.14286,1,0,0,0,
2026-03-09,553732269147,短视频,"复古风的家,太爱了!",275,12,17.53,0.04364,1.46,193.41,2,0.16667,10,3,0,3,5.84
2026-03-09,553375677357,短视频,靠它,1897,71,145.30,0.03743,2.05,720.64,15,0.21127,31,1,1,2,145.30
2026-03-09,553306503958,短视频,治愈系小家!,176,7,4.24,0.03977,0.61,0.00,0,0,0,0,0,0,
2026-03-09,553203143361,短视频,日光下的舒适,227,6,3.60,0.02643,0.60,0.00,0,0,4,0,0,0,
2026-03-09,553202691374,短视频,温暖的家可靠的它,50,4,6.01,0.08,1.50,0.00,0,0,0,0,0,0,
