日期,主体ID,主体类型,主体名称,展现量,点击量,花费,点击率,平均点击花费,总成交金额,总成交笔数,点击转化率,总购物车数,收藏宝贝数,收藏店铺数,总收藏数,宝贝收藏成本
2026-03-08,535585082897,短视频,萌化了！原创苹果兔毛巾绣抱枕，毛茸茸手感太上头！,556,8,10.36,0.01439,1.30,100.50,2,0.25,0,1,1,2,10.36
2026-03-08,535447529073,短视频,绝非普通印花！解锁毛巾绣斑马抱枕，拯救单调沙发！,184,5,2.60,0.02717,0.52,0.00,0,0,2,1,0,1,2.60
2026-03-08,535241842685,短视频,谁还没拥有这款蝴蝶结抱枕 ！,2032,69,121.30,0.03396,1.76,294.90,8,0.11594,22,3,1,4,40.43
2026-03-08,532636393176,短视频,这款复古客厅少女心沙发抱枕真是颜值担当！,359,20,19.23,0.05571,0.96,150.22,4,0.2,5,0,1,1,
2026-03-08,532515685685,短视频,软！萌！暖！原创苹果兔毛巾绣抱枕，治愈系抱感来袭~,1319,44,102.72,0.03336,2.33,291.53,7,0.15909,28,0,0,0,
2026-03-08,531569199631,短视频,“它”在等你回家！精致毛巾绣苹果兔抱枕，赋予家居温度与灵魂。,1724,79,183.69,0.04582,2.33,433.90,10,0.12658,41,0,1,1,
2026-03-08,530797208465,短视频,高级感玉米绒四季可用软fufu靠背！,2371,72,109.45,0.03037,1.52,81.60,1,0.01389,15,1,1,2,109.45
2026-03-08,530750622143,短视频,谁家还没有买这款三角形软靠背，真是超级舒服！,254,13,21.26,0.05118,1.64,260.55,2,0.15385,3,2,2,4,10.63
2026-03-08,530699336540,短视频,儿童房软装必备的软fufu靠背！,407,28,36.79,0.0688,1.31,149.36,2,0.07143,1,1,1,2,36.79
2026-03-08,530696684580,短视频,居家必备，软靠背放在任何角落都行！,30,1,0.63,0.03333,0.63,0.00,0,0,0,0,0,0,
2026-03-08,530696308316,短视频,谁还没有这款床头靠背啊！真是太舒服了！,205,9,21.01,0.0439,2.33,0.00,0,0,1,0,0,0,
2026-03-08,530649570870,短视频,儿童房这个大象靠背可爱到我了！,5,1,4.94,0.2,4.94,0.00,0,0,0,0,0,0,
2026-03-08,530647050636,短视频,软包幸福感，北欧现代百搭靠背,1592,79,98.99,0.04962,1.25,276.42,3,0.03797,24,1,0,1,98.99
2026-03-08,530418176209,短视频,入冬了，谁家还没铺上这款绒感地垫啊！,287,9,6.85,0.03136,0.76,0.00,0,0,0,0,0,0,
2026-03-08,530369678295,短视频,有没有人能懂一下，这款棉麻材质的床头靠背有多舒服！,995,42,43.90,0.04221,1.05,251.37,2,0.04762,18,2,0,2,21.95
2026-03-08,530039838129,短视频,好物分享l十字纹皮面抱枕,137,9,8.85,0.06569,0.98,0.00,0,0,1,1,0,1,8.85
2026-03-08,529937770007,短视频,四季可用 中古异形沙发垫！,548,20,15.01,0.0365,0.75,102.60,2,0.1,10,0,0,0,
2026-03-08,529321370204,短视频,家的焕新好物l四季可用的异形沙发垫,219,10,18.51,0.04566,1.85,126.42,4,0.4,3,0,0,0,
2026-03-08,528938064253,短视频,侘寂风长条抱枕  家居必备！,694,20,58.60,0.02882,2.93,227.86,4,0.2,8,1,0,1,58.60
2026-03-08,527170934899,短视频,没人能比我的蒲团更好看，因为我是。。,2213,54,60.22,0.0244,1.12,213.41,5,0.09259,6,0,0,0,
2026-03-08,527134583803,短视频,我的椅子终于不再冷我的pp了！,302,18,17.81,0.0596,0.99,95.19,1,0.05556,13,1,0,1,17.81
2026-03-08,526044575471,短视频,这款田园风格的垫子 四季可用快来看看吧!,4651,230,127.99,0.04945,0.56,236.45,15,0.06522,39,5,0,5,25.60
2026-03-08,525550264759,短视频,治愈系家居好物！链条绣\+毛巾绣粉郁金香抱枕，小众高级有品位,208,7,6.86,0.03365,0.98,0.00,0,0,1,0,0,0,
2026-03-08,525484054336,短视频,好物分享l日式棉麻蒲团坐垫！,240,17,22.01,0.07083,1.29,156.33,6,0.35294,9,0,1,1,
2026-03-08,525149963536,短视频,温柔狙击！粉郁金香抱枕，双绣工艺，治愈力满分！,88,1,1.11,0.01136,1.11,0.00,0,0,0,0,1,1,
2026-03-08,525092257094,短视频,奶呼呼的南瓜圆枕，请查收！,566,15,13.80,0.0265,0.92,31.80,1,0.06667,13,0,0,0,
2026-03-08,524754881004,短视频,? 给沙发加个“艺术展”！毛巾绣抱枕，小众品味之选~,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,522722596526,短视频,治愈系家居好物！能“摸”到花瓣的粉郁金香抱枕,33,2,0.97,0.06061,0.49,0.00,0,0,0,0,0,0,
2026-03-08,522527933014,短视频,全棉帆布白底抱枕 立体毛巾绣小雏菊 可拆洗,845,34,35.97,0.04024,1.06,117.96,2,0.05882,2,0,0,0,
2026-03-08,521828092571,短视频,高级定制感！双工艺链条绣毛巾绣郁金香抱枕，小众格调家居必备,837,28,40.58,0.03345,1.45,176.70,5,0.17857,10,0,0,0,
2026-03-08,521206416875,短视频,毛巾绣郁金香抱枕！温柔裸粉色太戳心巴！,1412,39,54.67,0.02762,1.40,24.64,1,0.02564,7,0,0,0,
2026-03-08,520432630221,短视频,懒人沙发CP锁死！郁金香毛巾绣抱枕，宅家幸福感\+N,50,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,520262215795,短视频,巨软糯的郁金香抱枕刺绣细节绝了，宅家幸福感超强,694,20,24.66,0.02882,1.23,123.79,4,0.2,9,0,0,0,
2026-03-08,506586023491,短视频,新年新气象，快来给自己的沙发装扮一下吧！,92,5,1.16,0.05435,0.23,0.00,0,0,0,1,0,1,1.16
2026-03-08,502556087109,短视频,年关将至 给沙发换个新年装扮,12,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,501776323133,短视频,新年哪能少的了国风抱枕啊!!!,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,501594849529,短视频,新年抱枕上新~恭喜发财，共贺新春!,19,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,448976611292,短视频,新年氛围感\|新年宅家布置,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,447695134038,短视频,"日式棉麻蒲团,圆形胖墩墩,坐感舒适",199,9,7.00,0.04523,0.78,35.10,1,0.11111,0,0,0,0,
2026-03-08,447047544009,短视频,忍不住分享一个超老实的坐垫！,3760,237,306.49,0.06303,1.29,1057.06,30,0.12658,87,5,1,6,61.30
2026-03-08,446578190359,短视频,100%全棉沙发垫，新年宅家必备,27,2,0.92,0.07407,0.46,0.00,0,0,0,0,0,0,
2026-03-08,446577394488,短视频,新年宅家，少不了的躺平伴侣,180,4,6.08,0.02222,1.52,51.00,1,0.25,2,0,0,0,
2026-03-08,446175681460,短视频,我为什么没有早点买这个沙发垫！！！,19,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-08,445931457673,短视频,新年宅家，怎么少得了它！,67,2,3.01,0.02985,1.51,0.00,0,0,0,0,0,0,
2026-03-07,555519041535,短视频,可爱家居,214,5,3.75,0.02336,0.75,0.00,0,0,0,0,0,0,
2026-03-07,555458610849,短视频,奶油风的家,26,3,5.72,0.11538,1.91,0.00,0,0,0,0,0,0,
2026-03-07,555458290062,短视频,沙发垫的正确打开方式,154,3,7.57,0.01948,2.52,0.00,0,0,2,0,0,0,
2026-03-07,555372737835,短视频,"黑白配的家,太高级了!",18,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,555372621340,短视频,高级感黑白灰客厅搭配,108,2,0.25,0.01852,0.13,0.00,0,0,0,0,0,0,
2026-03-07,555312322684,短视频,抱枕的颜值真的太高了!,40,1,1.66,0.025,1.66,0.00,0,0,0,0,0,0,
2026-03-07,555306753035,短视频,沉浸式宅家\|我的古风小家,127,4,4.24,0.0315,1.06,0.00,0,0,0,0,0,0,
2026-03-07,555293096238,短视频,侘寂风家里的野性点缀！黑白斑马毛巾绣抱枕，温柔中带点不羁,95,2,8.27,0.02105,4.14,0.00,0,0,0,0,0,0,
2026-03-07,555286652862,短视频,小众设计感艺术抱枕，为颜控而生，怎么搭都好看 ?,179,5,8.11,0.02793,1.62,0.00,0,0,0,0,0,0,
2026-03-07,555286004078,短视频,"黑白灰的家,太有氛围了",65,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,555175200204,短视频,抱枕的颜值真的太高了!,49,1,1.03,0.02041,1.03,0.00,0,0,0,0,0,0,
2026-03-07,555126645572,短视频,这也太犯规了！蛋糕宝宝毛巾绣抱枕萌到爆炸，少女心收割机,41,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,555125925749,短视频,复古又高级！毛茸茸挂耳狗抱枕，治愈系天花板！?,65,3,0.33,0.04615,0.11,0.00,0,0,0,0,0,0,
2026-03-07,555119213859,短视频,"中古风的家,太爱了!",283,7,14.22,0.02473,2.03,0.00,0,0,3,0,0,0,
2026-03-07,555064662823,短视频,艺术生的私藏！手绘感抽象线条抱枕，每一根线条都长在审美点上,83,4,6.71,0.04819,1.68,0.00,0,0,0,0,0,0,
2026-03-07,555059874294,短视频,一眼心动！韩系ins风向日葵抱枕，氛围感绝了,1177,23,35.53,0.01954,1.54,146.89,4,0.17391,12,0,0,0,
2026-03-07,555007321455,短视频,黑白灰极简客厅布置,120,1,0.14,0.00833,0.14,0.00,0,0,0,0,0,0,
2026-03-07,554950138297,短视频,"黑白配,永远的经典",30,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,554926163106,短视频,氛围感家居,152,3,0.47,0.01974,0.16,0.00,0,0,1,1,1,2,0.47
2026-03-07,554817151105,短视频,法式轻奢香风客厅沙发抱枕,130,2,0.30,0.01538,0.15,0.00,0,0,0,0,0,0,
2026-03-07,554057120348,短视频,"黑白灰的家,太有氛围了",202,3,5.67,0.01485,1.89,0.00,0,0,0,0,0,0,
2026-03-07,553732269147,短视频,"复古风的家,太爱了!",301,13,16.04,0.04319,1.23,147.71,1,0.07692,15,0,0,0,
2026-03-07,553375677357,短视频,靠它,1812,79,137.53,0.0436,1.74,374.62,7,0.08861,35,2,0,2,68.77
2026-03-07,553306503958,短视频,治愈系小家!,164,5,7.29,0.03049,1.46,0.00,0,0,6,0,0,0,
2026-03-07,553203143361,短视频,日光下的舒适,204,4,8.80,0.01961,2.20,0.00,0,0,0,0,0,0,
2026-03-07,553202691374,短视频,温暖的家可靠的它,40,2,2.72,0.05,1.36,0.00,0,0,0,0,0,0,
2026-03-07,553097912376,短视频,居家放松\|我的卧室我做主,326,6,18.11,0.0184,3.02,130.54,4,0.66667,9,0,0,0,
2026-03-07,552764607058,短视频,一眼惊艳的抱枕,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,552740205709,短视频,摸摸，轻飘柔顺,179,15,21.95,0.0838,1.46,147.97,2,0.13333,3,0,0,0,
2026-03-07,552596420231,短视频,"轻奢风的家,太爱了",25,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,552596348379,短视频,你的小小后背,22,1,1.67,0.04545,1.67,0.00,0,0,0,0,0,0,
2026-03-07,552363453358,短视频,摸摸它的顺滑触感,227,29,40.23,0.12775,1.39,515.44,6,0.2069,11,0,1,1,
2026-03-07,552231329831,短视频,试试抱着它吧温暖又舒适,82,2,3.92,0.02439,1.96,0.00,0,0,0,0,0,0,
2026-03-07,552045763549,短视频,"全棉的它,让你爱不释手",342,25,14.04,0.0731,0.56,0.00,0,0,4,3,0,3,4.68
2026-03-07,552037351613,短视频,四季可用沙发垫，法式氛围感瞬间拉满,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,552037323877,短视频,好物分享l异形经典百搭沙发垫,47,2,2.17,0.04255,1.09,0.00,0,0,0,0,0,0,
2026-03-07,551988272115,短视频,客厅布置\|我的梦中情房,32,4,3.08,0.125,0.77,0.00,0,0,0,0,0,0,
2026-03-07,551987968238,短视频,秋冬氛围感沙发垫分享,1216,83,87.52,0.06826,1.05,533.87,8,0.09639,22,1,2,3,87.52
2026-03-07,551954728795,短视频,"四季款沙发垫,客厅必备",109,4,9.10,0.0367,2.28,81.67,2,0.5,1,0,0,0,
2026-03-07,551847925090,短视频,原创设计｜立体毛巾绣苹果兔抱枕,141,8,26.64,0.05674,3.33,45.09,1,0.125,2,0,0,0,
2026-03-07,551847585424,短视频,复古绿斑马纹理抱枕｜3D立体毛巾绣 不撞款的客厅焦点,21,1,0.88,0.04762,0.88,0.00,0,0,0,0,0,0,
2026-03-07,551847181252,短视频,法式蝴蝶结抱枕 重工立体毛巾绣 点亮轻奢复古客厅,166,9,24.45,0.05422,2.72,142.35,4,0.44444,7,0,0,0,
2026-03-07,551806282033,短视频,沙发床上的小惊喜 五彩立体调色盘抱枕 让居家时光更活泼,7,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,551805838141,短视频,【重磅刺绣】新年礼物红色RICH抱枕，提升家居格调必入,1,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,551794657208,短视频,"沙发垫这样选,好看又耐脏",175,17,22.56,0.09714,1.33,219.80,3,0.17647,6,0,0,0,
2026-03-07,551754190216,短视频,黑白灰极简风的客厅布置,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,551753738339,短视频,我真的太会买沙发垫了!,278,12,23.20,0.04317,1.93,0.00,0,0,0,0,0,0,
2026-03-07,551683495744,短视频,低饱和粉调郁金香抱枕 做旧质感毛巾绣 不甜腻的复古浪漫,610,24,58.50,0.03934,2.44,171.91,5,0.20833,9,0,0,0,
2026-03-07,551638039646,短视频,冬天的沙发垫我选半边绒,34,2,2.37,0.05882,1.19,0.00,0,0,2,0,0,0,
2026-03-07,551561140322,短视频,质量杠杠的,541,25,45.75,0.04621,1.83,55.40,1,0.04,5,0,0,0,
2026-03-07,551413092616,短视频,"轻奢风沙发垫,四季通用",12,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,551253461002,短视频,新年布置\|年味十足的家,48,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,551252909318,短视频,美式高级感黑白斑马纹抱枕,5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,551093875439,短视频,"复古田园风,让家更温馨",137,5,2.61,0.0365,0.52,0.00,0,0,10,0,0,0,
2026-03-07,550985212692,短视频,新年氛围感家居好物分享,48,2,0.39,0.04167,0.20,0.00,0,0,0,0,0,0,
2026-03-07,550787494876,短视频,"冬天宅家,当然要暖暖的啦",8,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,550669771841,短视频,法式复古雪尼尔沙发垫,2,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,550599421042,短视频,新年氛围感沙发垫分享,225,16,16.19,0.07111,1.01,62.77,1,0.0625,6,0,0,0,
2026-03-07,549622833146,短视频,新年氛围感\|我的年味小家,5,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,549462880694,短视频,新年布置\|我的年味小家,14,1,0.49,0.07143,0.49,0.00,0,0,0,0,0,0,
2026-03-07,549059103368,短视频,新年氛围感家居好物分享,15,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,548713580814,短视频,M.life 中古风雪尼尔沙发垫高级感异形沙发套罩布巾四季款防猫抓,9955,177,98.38,0.01778,0.56,231.93,2,0.0113,9,4,0,4,24.60
2026-03-07,548656188901,短视频,新年氛围感家居好物分享,64,6,5.29,0.09375,0.88,0.00,0,0,6,0,0,0,
2026-03-07,548418767636,短视频,M.life 中古风异形小球球沙发垫高级感客厅沙发套罩布巾秋冬款,9927,198,99.68,0.01995,0.50,0.00,0,0,17,5,0,5,19.94
2026-03-07,548406935891,短视频,M.life 床头软包靠背罩实木防撞软垫卧室改造床靠背枕方便可拆洗,6445,193,99.74,0.02995,0.52,223.58,2,0.01036,20,1,1,2,99.74
2026-03-07,547930443749,短视频,新年布置\|新中式客厅,825,38,45.08,0.04606,1.19,127.07,3,0.07895,30,0,1,1,
2026-03-07,544620767154,短视频,新年氛围感家居好物分享,19,2,0.42,0.10526,0.21,0.00,0,0,1,0,0,0,
2026-03-07,542627036326,短视频,好物分享l 秋冬毛绒抱枕来了,37,1,1.56,0.02703,1.56,0.00,0,0,0,0,0,0,
2026-03-07,540791442966,短视频,慢生活mlife家居生活新风尚,380,22,44.11,0.05789,2.01,64.50,1,0.04545,2,0,0,0,
2026-03-07,538016252131,短视频,四季通用的玉米绒沙发垫,220,5,7.28,0.02273,1.46,0.00,0,0,1,0,0,0,
2026-03-07,538015372788,短视频,"绣雏菊沙发垫,让家更温馨",1127,50,46.59,0.04437,0.93,0.00,0,0,18,0,0,0,
2026-03-07,537916670586,短视频,好物分享l水洗全棉四季可用沙发垫,879,50,44.69,0.05688,0.89,79.62,1,0.02,8,2,0,2,22.35
2026-03-07,537573440852,短视频,软萌好RUA！原创毛巾绣苹果兔抱枕，萌趣满分！,24,1,1.27,0.04167,1.27,0.00,0,0,0,0,0,0,
2026-03-07,536415651226,短视频,?一整个爱住！这颗毛茸茸的红苹果，软fufu到心巴上～,241,5,10.20,0.02075,2.04,482.01,7,1.4,25,0,0,0,
2026-03-07,536415559340,短视频,小众控必入！神仙颜值的满绣苔藓抱枕来了！,2179,66,75.80,0.03029,1.15,102.00,2,0.0303,15,1,1,2,75.80
2026-03-07,535585082897,短视频,萌化了！原创苹果兔毛巾绣抱枕，毛茸茸手感太上头！,807,15,30.17,0.01859,2.01,0.00,0,0,3,0,1,1,
2026-03-07,535447529073,短视频,绝非普通印花！解锁毛巾绣斑马抱枕，拯救单调沙发！,255,4,6.98,0.01569,1.75,39.39,1,0.25,6,0,1,1,
2026-03-07,535241842685,短视频,谁还没拥有这款蝴蝶结抱枕 ！,2088,77,109.17,0.03688,1.42,559.02,14,0.18182,29,2,2,4,54.59
2026-03-07,532636393176,短视频,这款复古客厅少女心沙发抱枕真是颜值担当！,491,19,18.24,0.0387,0.96,39.96,1,0.05263,6,1,0,1,18.24
2026-03-07,532515685685,短视频,软！萌！暖！原创苹果兔毛巾绣抱枕，治愈系抱感来袭~,1820,61,130.46,0.03352,2.14,301.72,7,0.11475,34,0,2,2,
2026-03-07,531569199631,短视频,“它”在等你回家！精致毛巾绣苹果兔抱枕，赋予家居温度与灵魂。,1828,80,183.98,0.04376,2.30,307.08,6,0.075,41,1,3,4,183.98
2026-03-07,530797208465,短视频,高级感玉米绒四季可用软fufu靠背！,1178,47,68.14,0.0399,1.45,0.00,0,0,13,0,0,0,
2026-03-07,530750622143,短视频,谁家还没有买这款三角形软靠背，真是超级舒服！,166,7,16.07,0.04217,2.30,0.00,0,0,1,0,0,0,
2026-03-07,530699336540,短视频,儿童房软装必备的软fufu靠背！,358,16,20.93,0.04469,1.31,119.00,1,0.0625,4,0,1,1,
2026-03-07,530696684580,短视频,居家必备，软靠背放在任何角落都行！,32,5,3.47,0.15625,0.69,0.00,0,0,4,1,0,1,3.47
2026-03-07,530696308316,短视频,谁还没有这款床头靠背啊！真是太舒服了！,154,13,17.03,0.08442,1.31,0.00,0,0,1,0,0,0,
2026-03-07,530649570870,短视频,儿童房这个大象靠背可爱到我了！,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,530647050636,短视频,软包幸福感，北欧现代百搭靠背,1172,65,97.76,0.05546,1.50,430.82,4,0.06154,5,2,0,2,48.88
2026-03-07,530418176209,短视频,入冬了，谁家还没铺上这款绒感地垫啊！,316,14,15.90,0.0443,1.14,0.00,0,0,4,0,0,0,
2026-03-07,530369678295,短视频,有没有人能懂一下，这款棉麻材质的床头靠背有多舒服！,705,28,41.52,0.03972,1.48,262.00,2,0.07143,2,1,0,1,41.52
2026-03-07,530039838129,短视频,好物分享l十字纹皮面抱枕,150,1,1.69,0.00667,1.69,0.00,0,0,2,1,0,1,1.69
2026-03-07,529937770007,短视频,四季可用 中古异形沙发垫！,585,22,19.35,0.03761,0.88,0.00,0,0,0,0,0,0,
2026-03-07,529321370204,短视频,家的焕新好物l四季可用的异形沙发垫,270,11,14.20,0.04074,1.29,0.00,0,0,3,0,1,1,
2026-03-07,528938064253,短视频,侘寂风长条抱枕  家居必备！,770,23,35.23,0.02987,1.53,157.44,3,0.13043,8,0,1,1,
2026-03-07,527170934899,短视频,没人能比我的蒲团更好看，因为我是。。,2006,58,62.09,0.02891,1.07,127.69,4,0.06897,8,0,0,0,
2026-03-07,527134583803,短视频,我的椅子终于不再冷我的pp了！,367,17,13.34,0.04632,0.78,96.33,1,0.05882,11,1,1,2,13.34
2026-03-07,526044575471,短视频,这款田园风格的垫子 四季可用快来看看吧!,4269,226,134.73,0.05294,0.60,343.59,17,0.07522,44,5,0,5,26.95
2026-03-07,525550264759,短视频,治愈系家居好物！链条绣\+毛巾绣粉郁金香抱枕，小众高级有品位,240,8,11.82,0.03333,1.48,0.00,0,0,2,0,0,0,
2026-03-07,525484054336,短视频,好物分享l日式棉麻蒲团坐垫！,241,13,9.36,0.05394,0.72,103.98,5,0.38462,6,0,0,0,
2026-03-07,525149963536,短视频,温柔狙击！粉郁金香抱枕，双绣工艺，治愈力满分！,61,2,2.05,0.03279,1.03,31.80,1,0.5,15,0,0,0,
2026-03-07,525092257094,短视频,奶呼呼的南瓜圆枕，请查收！,534,10,10.24,0.01873,1.02,0.00,0,0,0,0,0,0,
2026-03-07,524754881004,短视频,? 给沙发加个“艺术展”！毛巾绣抱枕，小众品味之选~,11,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,522722596526,短视频,治愈系家居好物！能“摸”到花瓣的粉郁金香抱枕,58,2,2.27,0.03448,1.14,0.00,0,0,0,0,0,0,
2026-03-07,522527933014,短视频,全棉帆布白底抱枕 立体毛巾绣小雏菊 可拆洗,866,31,37.58,0.0358,1.21,106.50,2,0.06452,7,0,0,0,
2026-03-07,521828092571,短视频,高级定制感！双工艺链条绣毛巾绣郁金香抱枕，小众格调家居必备,773,23,32.46,0.02975,1.41,77.01,1,0.04348,7,0,0,0,
2026-03-07,521206416875,短视频,毛巾绣郁金香抱枕！温柔裸粉色太戳心巴！,1434,54,75.97,0.03766,1.41,125.72,3,0.05556,11,0,1,1,
2026-03-07,520432630221,短视频,懒人沙发CP锁死！郁金香毛巾绣抱枕，宅家幸福感\+N,51,3,7.18,0.05882,2.39,0.00,0,0,2,0,0,0,
2026-03-07,520262215795,短视频,巨软糯的郁金香抱枕刺绣细节绝了，宅家幸福感超强,815,26,34.76,0.0319,1.34,24.04,1,0.03846,4,0,0,0,
2026-03-07,506586023491,短视频,新年新气象，快来给自己的沙发装扮一下吧！,69,2,1.31,0.02899,0.66,0.00,0,0,0,0,0,0,
2026-03-07,502556087109,短视频,年关将至 给沙发换个新年装扮,9,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,501776323133,短视频,新年哪能少的了国风抱枕啊!!!,6,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,501594849529,短视频,新年抱枕上新~恭喜发财，共贺新春!,5,0,0.00,0,,0.00,0,,3,0,0,0,
2026-03-07,448976611292,短视频,新年氛围感\|新年宅家布置,3,0,0.00,0,,0.00,0,,0,0,0,0,
2026-03-07,447695134038,短视频,"日式棉麻蒲团,圆形胖墩墩,坐感舒适",252,10,5.85,0.03968,0.59,68.61,1,0.1,2,0,0,0,
2026-03-07,447047544009,短视频,忍不住分享一个超老实的坐垫！,3427,197,274.40,0.05748,1.39,637.51,23,0.11675,80,4,3,7,68.60
2026-03-07,446578190359,短视频,100%全棉沙发垫，新年宅家必备,31,5,6.10,0.16129,1.22,0.00,0,0,0,0,0,0,
2026-03-07,446577394488,短视频,新年宅家，少不了的躺平伴侣,143,6,12.07,0.04196,2.01,48.45,1,0.16667,1,0,0,0,
2026-03-07,446175681460,短视频,我为什么没有早点买这个沙发垫！！！,47,2,7.69,0.04255,3.85,0.00,0,0,21,0,0,0,
2026-03-07,445931457673,短视频,新年宅家，怎么少得了它！,70,1,2.95,0.01429,2.95,118.10,3,3,2,0,0,0,
